disease	drug	proximity	pval
Arthritis, Gouty	chlorpheniramine	2.25	0.458598537
Arthritis, Gouty	chlorpromazine	2.730769231	0.999999765
Arthritis, Gouty	chlorpropamide	3	0.864333939
Arthritis, Gouty	chlorprothixene	2.916666667	0.999985022
Arthritis, Gouty	chlorthalidone	3	0.909101587
Arthritis, Gouty	chlorzoxazone	3	0.969500272
Arthritis, Gouty	cholecalciferol	2	0.477056881
Arthritis, Gouty	cholecystokinin	2.166666667	0.659362915
Arthritis, Gouty	cholesterol	2	0.347131708
Arthritis, Gouty	choline	2.285714286	0.365211409
Arthritis, Gouty	choline magnesium trisalicylate	2.5	0.857332256
Arthritis, Gouty	choline salicylate	2.285714286	0.404236869
Arthritis, Gouty	chondroitin sulfate	2.5	0.946884724
Arthritis, Gouty	choriogonadotropin alfa	2.5	0.804351533
Arthritis, Gouty	chorionic gonadotropin (human)	3	0.914654683
Arthritis, Gouty	chromic chloride	2	0.486763654
Arthritis, Gouty	chromic nitrate	2	0.374957161
Arthritis, Gouty	chromium	2	0.348782707
Arthritis, Gouty	chromium gluconate	2	0.337981481
Arthritis, Gouty	chromium nicotinate	2	0.370072068
Arthritis, Gouty	chromous sulfate	2	0.370072068
Arthritis, Gouty	chymopapain	2	0.242497251
Arthritis, Gouty	ciclesonide	2	0.599239516
Arthritis, Gouty	ciclopirox	2	0.5
Arthritis, Gouty	cilastatin	3	0.804647084
Arthritis, Gouty	cilazapril	2	0.222876455
Arthritis, Gouty	cilostazol	2	0.361465073
Arthritis, Gouty	cimetidine	3	0.623012702
Arthritis, Gouty	cinacalcet	2	0.293290869
Arthritis, Gouty	cinchocaine	2.333333333	0.644567131
Arthritis, Gouty	cinnarizine	2.8125	0.999889412
Arthritis, Gouty	ciprofibrate	2	0.556515708
Arthritis, Gouty	ciprofloxacin	2	0.454795947
Arthritis, Gouty	cisapride	2.5	0.807594029
Arthritis, Gouty	cisatracurium	4	0.991551587
Arthritis, Gouty	cisplatin	2	0.30205879
Arthritis, Gouty	citalopram	2	0.208205291
Arthritis, Gouty	citric acid	2.318181818	0.484567634
Arthritis, Gouty	citrulline	2.333333333	0.518989288
Arthritis, Gouty	cladribine	2	0.174894563
Arthritis, Gouty	clarithromycin	2	0.377174872
Arthritis, Gouty	clemastine	2	0.217538793
Arthritis, Gouty	clenbuterol	2.4	0.815458485
Arthritis, Gouty	clevidipine	2.5	0.716974885
Arthritis, Gouty	clidinium	3	0.888804317
Arthritis, Gouty	clobazam	2.615384615	0.751042921
Arthritis, Gouty	clobetasol propionate	2	0.56945295
Arthritis, Gouty	clobetasone	2	0.56945295
Arthritis, Gouty	clocortolone	2	0.590280184
Arthritis, Gouty	clodronic acid	2	0.564207201
Arthritis, Gouty	clofarabine	2	0.391289447
Arthritis, Gouty	clofazimine	2	0.212685342
Arthritis, Gouty	clofedanol	2	0.222876455
Arthritis, Gouty	clofibrate	2	0.516936005
Arthritis, Gouty	clomifene	2	0.657315717
Arthritis, Gouty	clomipramine	2.666666667	0.992044208
Arthritis, Gouty	clonazepam	2.533333333	0.640239758
Arthritis, Gouty	clonidine	3	0.999851281
Arthritis, Gouty	clopidogrel	3	0.634966978
Arthritis, Gouty	clorazepic acid	2.571428571	0.539166542
Arthritis, Gouty	clotiazepam	2.538461538	0.649868375
Arthritis, Gouty	clotrimazole	2	0.22114236
Arthritis, Gouty	clove oil	2.5	0.985960149
Arthritis, Gouty	clozapine	2.851851852	0.999999999
Arthritis, Gouty	coagulation factor ix (recombinant)	2.285714286	0.807536563
Arthritis, Gouty	coagulation factor ix human	2.285714286	0.83655661
Arthritis, Gouty	coagulation factor vii human	2.333333333	0.484745473
Arthritis, Gouty	coagulation factor viia recombinant human	2.5	0.877350466
Arthritis, Gouty	cobimetinib	2	0.522943119
Arthritis, Gouty	cocaine	2.555555556	0.919264515
Arthritis, Gouty	coccidioides immitis spherule	2	0.187325235
Arthritis, Gouty	codeine	2	0.255334573
Arthritis, Gouty	colchicine	2	0.580471939
Arthritis, Gouty	collagenase clostridium histolyticum	2.25	0.927224286
Arthritis, Gouty	conestat alfa	2.333333333	0.836014111
Arthritis, Gouty	conivaptan	2.5	0.754728197
Arthritis, Gouty	conjugated estrogens	2	0.704060483
Arthritis, Gouty	copanlisib	2	0.344044106
Arthritis, Gouty	copper	2.154411765	0.827470238
Arthritis, Gouty	corifollitropin alfa	2	0.355035959
Arthritis, Gouty	corticorelin ovine triflutate	3	0.940486699
Arthritis, Gouty	corticotropin	2.5	0.551320228
Arthritis, Gouty	cortisone acetate	2	0.607564331
Arthritis, Gouty	creatine	2.285714286	0.532022828
Arthritis, Gouty	crisaborole	2	0.100580478
Arthritis, Gouty	crizanlizumab	3	0.976866046
Arthritis, Gouty	crizotinib	2	0.5
Arthritis, Gouty	crofelemer	2	0.234228039
Arthritis, Gouty	cromoglicic acid	2.5	0.949311146
Arthritis, Gouty	crotalus adamanteus antivenin	3	0.754537219
Arthritis, Gouty	cryptenamine	3	0.998608384
Arthritis, Gouty	cupric chloride	2.5	0.868697291
Arthritis, Gouty	curcumin	2	0.338716238
Arthritis, Gouty	cyanocobalamin	2.666666667	0.8687175
Arthritis, Gouty	cyclandelate	3	0.923893578
Arthritis, Gouty	cyclizine	2.5	0.72583656
Arthritis, Gouty	cyclobenzaprine	2.444444444	0.934190037
Arthritis, Gouty	cyclopentolate	3	0.84532061
Arthritis, Gouty	cyclophosphamide	2	0.424072651
Arthritis, Gouty	cyclosporine	2	0.298370715
Arthritis, Gouty	cyclothiazide	2.8	0.977203948
Arthritis, Gouty	cycrimine	3	0.878848306
Arthritis, Gouty	cyproheptadine	2.714285714	0.998682627
Arthritis, Gouty	cyproterone acetate	2	0.392435669
Arthritis, Gouty	cysteamine	3	0.94079434
Arthritis, Gouty	cysteine	2.230769231	0.469882785
Arthritis, Gouty	cystine	2.666666667	0.688098196
Arthritis, Gouty	cytarabine	2	0.326246672
Arthritis, Gouty	d-alpha-tocopherol acetate	2	0.137122385
Arthritis, Gouty	d-methionine	2	0.398789028
Arthritis, Gouty	d-serine	2	0.377940583
Arthritis, Gouty	dabigatran etexilate	2	0.454795947
Arthritis, Gouty	dabrafenib	2	0.343533298
Arthritis, Gouty	dacarbazine	2	0.469190992
Arthritis, Gouty	dacomitinib	1	0.055296943
Arthritis, Gouty	dactinomycin	2	0.477056881
Arthritis, Gouty	dalfampridine	2.642857143	0.990638932
Arthritis, Gouty	dalteparin	2.75	0.996557819
Arthritis, Gouty	damoctocog alfa pegol	2	0.314940479
Arthritis, Gouty	danaparoid	3	0.969500272
Arthritis, Gouty	danazol	2.2	0.77223895
Arthritis, Gouty	dantrolene	2	0.332054137
Arthritis, Gouty	dapiprazole	3	0.996892484
Arthritis, Gouty	daratumumab	3	0.961685807
Arthritis, Gouty	darbepoetin alfa	2	0.467517174
Arthritis, Gouty	darifenacin	3	0.983570655
Arthritis, Gouty	darolutamide	2	0.615900914
Arthritis, Gouty	dasatinib	1.956521739	0.219980219
Arthritis, Gouty	daunorubicin	2	0.515010203
Arthritis, Gouty	debrisoquine	3	0.912440762
Arthritis, Gouty	decamethonium	3.25	0.999956078
Arthritis, Gouty	decitabine	2	0.556515708
Arthritis, Gouty	deferoxamine	2	0.811101348
Arthritis, Gouty	defibrotide	3	0.998420073
Arthritis, Gouty	deflazacort	2	0.607564331
Arthritis, Gouty	degarelix	3	0.807779822
Arthritis, Gouty	demecarium	3	0.930510455
Arthritis, Gouty	denileukin diftitox	2	0.244143903
Arthritis, Gouty	denosumab	2	0.384606001
Arthritis, Gouty	deoxycholic acid	2	0.324607523
Arthritis, Gouty	dequalinium	3	0.999335742
Arthritis, Gouty	deserpidine	2	0.232658061
Arthritis, Gouty	desflurane	2.555555556	0.794911687
Arthritis, Gouty	desipramine	2.80952381	0.99999909
Arthritis, Gouty	deslanoside	2	0.539827837
Arthritis, Gouty	desloratadine	2	0.247443801
Arthritis, Gouty	desmopressin	2.666666667	0.81862355
Arthritis, Gouty	desogestrel	2	0.679454089
Arthritis, Gouty	desonide	2	0.636755338
Arthritis, Gouty	desoximetasone	2	0.607564331
Arthritis, Gouty	desoxycorticosterone acetate	2	0.414499996
Arthritis, Gouty	desvenlafaxine	2.333333333	0.584301444
Arthritis, Gouty	deutetrabenazine	2	0.193738942
Arthritis, Gouty	dexamethasone	2	0.437203185
Arthritis, Gouty	dexbrompheniramine	2	0.232155177
Arthritis, Gouty	dexchlorpheniramine maleate	2	0.22776105
Arthritis, Gouty	dexfenfluramine	2.5	0.832834805
Arthritis, Gouty	dexibuprofen	2.416666667	0.995375893
Arthritis, Gouty	dexketoprofen	2.5	0.889784089
Arthritis, Gouty	dexlansoprazole	2.333333333	0.584301444
Arthritis, Gouty	dexmedetomidine	3	0.965661217
Arthritis, Gouty	dexmethylphenidate	2.333333333	0.609401048
Arthritis, Gouty	dexrazoxane	2	0.522943119
Arthritis, Gouty	dextroamphetamine	2.6	0.905019028
Arthritis, Gouty	dextromethorphan	2.333333333	0.923647124
Arthritis, Gouty	dextropropoxyphene	2.25	0.574722036
Arthritis, Gouty	dextrothyroxine	2.333333333	0.754347689
Arthritis, Gouty	dezocine	2	0.342297122
Arthritis, Gouty	diacerein	2.333333333	0.650043186
Arthritis, Gouty	diamorphine	2.25	0.588521969
Arthritis, Gouty	diazepam	2.5625	0.728529718
Arthritis, Gouty	diazoxide	2.5	0.969960934
Arthritis, Gouty	dibotermin alfa	2	0.575927349
Arthritis, Gouty	dichloroacetic acid	2	0.262421471
Arthritis, Gouty	dichlorobenzyl alcohol	3	0.997761581
Arthritis, Gouty	diclofenac	2.5	0.816661941
Arthritis, Gouty	diclofenamide	2.75	0.877903375
Arthritis, Gouty	dicoumarol	2.333333333	0.801126256
Arthritis, Gouty	dicyclomine	3	0.965485751
Arthritis, Gouty	didanosine	2	0.467517174
Arthritis, Gouty	dienestrol	2	0.640975833
Arthritis, Gouty	dienogest	2	0.655955894
Arthritis, Gouty	diethylcarbamazine	2.5	0.838145577
Arthritis, Gouty	diethylpropion	2.5	0.676702654
Arthritis, Gouty	diethylstilbestrol	2	0.491979453
Arthritis, Gouty	diflorasone	2	0.556515708
Arthritis, Gouty	diflunisal	2.5	0.865563406
Arthritis, Gouty	difluocortolone	2	0.388165077
Arthritis, Gouty	difluprednate	2	0.599239516
Arthritis, Gouty	digitoxin	2	0.517763715
Arthritis, Gouty	digoxin	2	0.532482826
Arthritis, Gouty	dihydro-alpha-ergocryptine	3	0.999951638
Arthritis, Gouty	dihydroergocornine	2.916666667	0.999999969
Arthritis, Gouty	dihydroergocristine	2.896551724	0.999999956
Arthritis, Gouty	dihydroergotamine	3	0.993745082
Arthritis, Gouty	dihydrotachysterol	2	0.5
Arthritis, Gouty	diltiazem	2.5	0.532170743
Arthritis, Gouty	dimenhydrinate	2	0.247443801
Arthritis, Gouty	dimercaprol	2	0.811101348
Arthritis, Gouty	dimethyl fumarate	1.5	0.004058114
Arthritis, Gouty	dimetindene	2.5	0.783007914
Arthritis, Gouty	dinoprost	3	0.883678926
Arthritis, Gouty	dinoprost tromethamine	2.5	0.717170456
Arthritis, Gouty	dinoprostone	2.8	0.969742893
Arthritis, Gouty	diosmin	2	0.484989797
Arthritis, Gouty	dioxybenzone	2	0.460172163
Arthritis, Gouty	diphemanil	3	0.969500272
Arthritis, Gouty	diphenhydramine	2.5	0.814972271
Arthritis, Gouty	diphenidol	3	0.998234468
Arthritis, Gouty	diphenoxylate	2	0.325875791
Arthritis, Gouty	diphenylpyraline	2	0.204834191
Arthritis, Gouty	dipivefrin	2.8	0.99295182
Arthritis, Gouty	dipyridamole	2	0.072319609
Arthritis, Gouty	dipyrithione	2	0.449519206
Arthritis, Gouty	disopyramide	2.625	0.998730827
Arthritis, Gouty	disulfiram	2.5	0.763065175
Arthritis, Gouty	dl-methylephedrine	2.777777778	0.999903538
Arthritis, Gouty	dobutamine	2.666666667	0.99952905
Arthritis, Gouty	docetaxel	2	0.397363447
Arthritis, Gouty	doconexent	2	0.545883751
Arthritis, Gouty	dofetilide	2	0.365169824
Arthritis, Gouty	dolasetron	3	0.902914004
Arthritis, Gouty	domperidone	3	0.999869189
Arthritis, Gouty	donepezil	2.333333333	0.892438925
Arthritis, Gouty	dopamine	2.6	0.989966524
Arthritis, Gouty	dorzolamide	2.75	0.918410873
Arthritis, Gouty	dosulepin	2.8125	0.999981962
Arthritis, Gouty	dotatate gallium ga-68	3	0.961685807
Arthritis, Gouty	doxacurium	3.5	0.998581934
Arthritis, Gouty	doxapram	2	0.226719093
Arthritis, Gouty	doxazosin	2.8	0.986281202
Arthritis, Gouty	doxepin	2.789473684	0.999957811
Arthritis, Gouty	doxercalciferol	2	0.460172163
Arthritis, Gouty	doxorubicin	2	0.517763715
Arthritis, Gouty	doxylamine	2.333333333	0.538285685
Arthritis, Gouty	dronabinol	3	0.935607628
Arthritis, Gouty	dronedarone	2.52	0.999319902
Arthritis, Gouty	droperidol	3	0.997736131
Arthritis, Gouty	drospirenone	2	0.622825128
Arthritis, Gouty	drotaverine	2	0.226514852
Arthritis, Gouty	drotrecogin alfa	2.333333333	0.864721229
Arthritis, Gouty	droxidopa	2.8	0.999335355
Arthritis, Gouty	dulaglutide	2	0.556515708
Arthritis, Gouty	duloxetine	2.333333333	0.615393999
Arthritis, Gouty	dupilumab	2	0.370072068
Arthritis, Gouty	durvalumab	3	0.934707568
Arthritis, Gouty	duvelisib	2	0.377174872
Arthritis, Gouty	dyclonine	3	0.878848306
Arthritis, Gouty	dydrogesterone	2	0.556515708
Arthritis, Gouty	dyphylline	2.5	0.789335604
Arthritis, Gouty	ecallantide	3	0.976703148
Arthritis, Gouty	echothiophate	3	0.693062785
Arthritis, Gouty	econazole	2	0.434593407
Arthritis, Gouty	eculizumab	2	0.272551234
Arthritis, Gouty	edotreotide gallium ga-68	2.5	0.798921886
Arthritis, Gouty	edoxaban	2	0.350260214
Arthritis, Gouty	edrophonium	3	0.91106244
Arthritis, Gouty	efalizumab	1.5	1.13E-08
Arthritis, Gouty	eflornithine	2	0.370072068
Arthritis, Gouty	efmoroctocog alfa	2	0.356651587
Arthritis, Gouty	elagolix	3	0.8029682
Arthritis, Gouty	eletriptan	2.714285714	0.926621318
Arthritis, Gouty	elexacaftor	2	0.580471939
Arthritis, Gouty	eliglustat	2	0.227272062
Arthritis, Gouty	elotuzumab	3	0.907687742
Arthritis, Gouty	eltrombopag	3	0.98315138
Arthritis, Gouty	eluxadoline	2	0.265000342
Arthritis, Gouty	emapalumab	3	0.874012986
Arthritis, Gouty	emedastine	2	0.22776105
Arthritis, Gouty	emicizumab	2.5	0.746438772
Arthritis, Gouty	enalapril	2	0.218002487
Arthritis, Gouty	enalaprilat	2.5	0.651337761
Arthritis, Gouty	enasidenib	2	0.292508808
Arthritis, Gouty	encainide	2	0.439698306
Arthritis, Gouty	encorafenib	2	0.5
Arthritis, Gouty	enflurane	2.473684211	0.523991961
Arthritis, Gouty	enfortumab vedotin	3	0.883678926
Arthritis, Gouty	enoxaparin	2.5	0.863918979
Arthritis, Gouty	enoximone	2	0.350260214
Arthritis, Gouty	enprofylline	2.5	0.793299055
Arthritis, Gouty	entacapone	2	0.348782707
Arthritis, Gouty	entrectinib	2	0.278771864
Arthritis, Gouty	enzacamene	2	0.735165002
Arthritis, Gouty	enzalutamide	2	0.56945295
Arthritis, Gouty	ephedrine	2.75	0.965419734
Arthritis, Gouty	epicriptine	2.8	0.997110996
Arthritis, Gouty	epinastine	2.666666667	0.977719209
Arthritis, Gouty	epinephrine	2.75	0.999971162
Arthritis, Gouty	epirubicin	2	0.424072651
Arthritis, Gouty	eplerenone	2	0.43054705
Arthritis, Gouty	epoprostenol	2.666666667	0.669116496
Arthritis, Gouty	eprosartan	2	0.377174872
Arthritis, Gouty	eptifibatide	2	0.460172163
Arthritis, Gouty	erdafitinib	2	0.479132265
Arthritis, Gouty	erenumab	3	0.883678926
Arthritis, Gouty	ergocalciferol	2.636363636	0.981893641
Arthritis, Gouty	ergoloid mesylate	2.896551724	0.999999997
Arthritis, Gouty	ergometrine	3	0.888804317
Arthritis, Gouty	ergotamine	2.9375	0.999999912
Arthritis, Gouty	eribulin	2	0.454795947
Arthritis, Gouty	erlotinib	1.5	0.054860081
Arthritis, Gouty	erythrityl tetranitrate	2	0.267859356
Arthritis, Gouty	erythromycin	2.5	0.902914004
Arthritis, Gouty	erythropoietin	2	0.414499996
Arthritis, Gouty	escitalopram	2.733333333	0.99994156
Arthritis, Gouty	esculin	2	0.622825128
Arthritis, Gouty	esketamine	2.3	0.915145881
Arthritis, Gouty	eslicarbazepine	3	0.893318648
Arthritis, Gouty	eslicarbazepine acetate	3	0.912440762
Arthritis, Gouty	esmolol	3	0.980031115
Arthritis, Gouty	esomeprazole	2.5	0.80942949
Arthritis, Gouty	estazolam	2.6	0.720346601
Arthritis, Gouty	estradiol	2.142857143	0.797264119
Arthritis, Gouty	estradiol acetate	2.142857143	0.843994061
Arthritis, Gouty	estradiol benzoate	2.142857143	0.820869846
Arthritis, Gouty	estradiol cypionate	2.142857143	0.836014111
Arthritis, Gouty	estradiol dienanthate	2.142857143	0.812371169
Arthritis, Gouty	estradiol valerate	2.142857143	0.819574765
Arthritis, Gouty	estramustine	2	0.63845953
Arthritis, Gouty	estriol	2	0.630795479
Arthritis, Gouty	estrone	2	0.491336621
Arthritis, Gouty	estrone sulfate	2	0.712400734
Arthritis, Gouty	eszopiclone	2.615384615	0.712239001
Arthritis, Gouty	etacrynic acid	2.25	0.768649129
Arthritis, Gouty	etafedrine	2	0.607564331
Arthritis, Gouty	etanercept	1.692307692	3.19E-06
Arthritis, Gouty	etelcalcetide	2	0.309420466
Arthritis, Gouty	ethanol	2.704545455	0.999157129
Arthritis, Gouty	ethanolamine oleate	2	0.332054137
Arthritis, Gouty	ethchlorvynol	2.615384615	0.686905031
Arthritis, Gouty	ethinamate	2.5	0.730778812
Arthritis, Gouty	ethinylestradiol	2	0.657702878
Arthritis, Gouty	ethosuximide	3	0.739863102
Arthritis, Gouty	ethotoin	2	0.357678435
Arthritis, Gouty	ethynodiol diacetate	2	0.662018519
Arthritis, Gouty	etidronic acid	2	0.384606001
Arthritis, Gouty	etodolac	2.333333333	0.804514777
Arthritis, Gouty	etomidate	2.642857143	0.775283542
Arthritis, Gouty	etonogestrel	2	0.657315717
Arthritis, Gouty	etoposide	2	0.460172163
Arthritis, Gouty	etoricoxib	2	0.414499996
Arthritis, Gouty	eugenol	2	0.340037879
Arthritis, Gouty	everolimus	2	0.56945295
Arthritis, Gouty	exemestane	2	0.188495386
Arthritis, Gouty	exenatide	2	0.434593407
Arthritis, Gouty	ezetimibe	2.666666667	0.737764906
Arthritis, Gouty	ezogabine	2.5	0.617758896
Arthritis, Gouty	famotidine	3	0.586640726
Arthritis, Gouty	febuxostat	2	0.198581894
Arthritis, Gouty	fedratinib	2	0.371145715
Arthritis, Gouty	felbamate	2	0.188488551
Arthritis, Gouty	felodipine	2.461538462	0.824974403
Arthritis, Gouty	fenfluramine	2.75	0.97974035
Arthritis, Gouty	fenofibrate	2.333333333	0.861283186
Arthritis, Gouty	fenofibric acid	2.2	0.832022705
Arthritis, Gouty	fenoldopam	3	0.999965682
Arthritis, Gouty	fenoprofen	2.25	0.827297145
Arthritis, Gouty	fenoterol	2.333333333	0.721334869
Arthritis, Gouty	fentanyl	2	0.175864996
Arthritis, Gouty	ferric cation	2	0.565406593
Arthritis, Gouty	ferric pyrophosphate citrate	2.4	0.84315356
Arthritis, Gouty	ferrous ascorbate	2.285714286	0.848694011
Arthritis, Gouty	ferrous fumarate	2.285714286	0.794763504
Arthritis, Gouty	ferrous gluconate	2.285714286	0.825345883
Arthritis, Gouty	ferrous glycine sulfate	2.285714286	0.811151757
Arthritis, Gouty	ferrous succinate	2.285714286	0.795761222
Arthritis, Gouty	fesoterodine	3	0.996313033
Arthritis, Gouty	fexofenadine	2	0.237569428
Arthritis, Gouty	filgrastim	2	0.336722931
Arthritis, Gouty	finafloxacin	2	0.556515708
Arthritis, Gouty	fingolimod	2.5	0.896933522
Arthritis, Gouty	fish oil	2.576923077	0.999056286
Arthritis, Gouty	flavin adenine dinucleotide	2.153846154	0.106642466
Arthritis, Gouty	flavin mononucleotide	2.1	0.117853534
Arthritis, Gouty	flavone	2	0.110335681
Arthritis, Gouty	flavoxate	3	0.978116218
Arthritis, Gouty	flecainide	2.25	0.764013891
Arthritis, Gouty	flibanserin	2.333333333	0.753264086
Arthritis, Gouty	florbetaben (18f)	2	0.791720028
Arthritis, Gouty	florbetapir (18f)	2	0.801418106
Arthritis, Gouty	floxuridine	2	0.460172163
Arthritis, Gouty	fluciclovine (18f)	2.461538462	0.993118197
Arthritis, Gouty	flucytosine	2	0.539827837
Arthritis, Gouty	fludarabine	2	0.311053165
Arthritis, Gouty	fludrocortisone	2	0.5
Arthritis, Gouty	flufenamic acid	2.166666667	0.740517204
Arthritis, Gouty	flumazenil	2.615384615	0.7279415
Arthritis, Gouty	flumethasone	2	0.580471939
Arthritis, Gouty	flunarizine	2.6	0.94644389
Arthritis, Gouty	flunisolide	2	0.590280184
Arthritis, Gouty	flunitrazepam	2.666666667	0.772588238
Arthritis, Gouty	fluocinolone acetonide	2	0.315146507
Arthritis, Gouty	fluocinonide	2.5	0.925466661
Arthritis, Gouty	fluorometholone	2	0.599239516
Arthritis, Gouty	fluorouracil	2	0.434593407
Arthritis, Gouty	fluoxetine	2.714285714	0.992607146
Arthritis, Gouty	fluoxymesterone	2.2	0.788187962
Arthritis, Gouty	flupentixol	3	0.999995386
Arthritis, Gouty	fluphenazine	2.666666667	0.999961525
Arthritis, Gouty	flurandrenolide	2	0.607564331
Arthritis, Gouty	flurazepam	2.6	0.674298553
Arthritis, Gouty	flurbiprofen	2.5	0.862133324
Arthritis, Gouty	fluspirilene	3	0.990034667
Arthritis, Gouty	flutamide	2	0.571779637
Arthritis, Gouty	flutemetamol (18f)	2	0.801418106
Arthritis, Gouty	fluticasone	2	0.44846664
Arthritis, Gouty	fluticasone furoate	2	0.489748698
Arthritis, Gouty	fluticasone propionate	2	0.473976629
Arthritis, Gouty	fluvastatin	2	0.396151169
Arthritis, Gouty	fluvoxamine	2	0.325152956
Arthritis, Gouty	folic acid	2.5	0.494689218
Arthritis, Gouty	follitropin	2	0.361465073
Arthritis, Gouty	fondaparinux	2.5	0.897312954
Arthritis, Gouty	foreskin fibroblast (neonatal)	2.3	0.944988485
Arthritis, Gouty	foreskin keratinocyte (neonatal)	2.181818182	0.762069483
Arthritis, Gouty	formoterol	2.333333333	0.726413336
Arthritis, Gouty	fosinopril	2	0.288034908
Arthritis, Gouty	fosnetupitant	3	0.87433017
Arthritis, Gouty	fosphenytoin	2	0.414499996
Arthritis, Gouty	fospropofol	2	0.17316334
Arthritis, Gouty	fostamatinib	2.060810811	0.127702414
Arthritis, Gouty	framycetin	2	0.477056881
Arthritis, Gouty	fremanezumab	3	0.969500272
Arthritis, Gouty	frovatriptan	3	0.916670946
Arthritis, Gouty	fructose	2	0.293290869
Arthritis, Gouty	fulvestrant	2	0.643348413
Arthritis, Gouty	furosemide	2.5	0.753877245
Arthritis, Gouty	gabapentin	2.5	0.713511755
Arthritis, Gouty	gabapentin enacarbil	2.5	0.447402635
Arthritis, Gouty	gadopentetic acid	2	0.419528061
Arthritis, Gouty	galantamine	2.866666667	0.997527053
Arthritis, Gouty	galcanezumab	3	0.969500272
Arthritis, Gouty	gallamine triethiodide	3.2	0.999670244
Arthritis, Gouty	gallium nitrate	2	0.247189639
Arthritis, Gouty	galsulfase	2	0.424072651
Arthritis, Gouty	gamma-aminobutyric acid	2.333333333	0.509774035
Arthritis, Gouty	gamma-hydroxybutyric acid	2.5	0.538653619
Arthritis, Gouty	ganirelix	3	0.71885515
Arthritis, Gouty	gefitinib	1	0.038314193
Arthritis, Gouty	gemcitabine	2	0.282829544
Arthritis, Gouty	gemeprost	3	0.984833571
Arthritis, Gouty	gemfibrozil	2.5	0.653542194
Arthritis, Gouty	gemtuzumab ozogamicin	1.545454545	3.78E-07
Arthritis, Gouty	gentamicin	2	0.306301133
Arthritis, Gouty	gestrinone	2.166666667	0.787031577
Arthritis, Gouty	gilteritinib	2.833333333	0.999895815
Arthritis, Gouty	gimeracil	2	0.188495386
Arthritis, Gouty	ginkgo biloba	2.6	0.889218851
Arthritis, Gouty	ginseng	2.333333333	0.777910342
Arthritis, Gouty	glasdegib	3	0.993169487
Arthritis, Gouty	glatiramer	2	0.350260214
Arthritis, Gouty	gliclazide	2.5	0.821015312
Arthritis, Gouty	glimepiride	2.666666667	0.900917275
Arthritis, Gouty	glipizide	2.5	0.880291786
Arthritis, Gouty	gliquidone	3.5	0.998190251
Arthritis, Gouty	glucagon	2.333333333	0.586351303
Arthritis, Gouty	gluconolactone	2	0.19057051
Arthritis, Gouty	glucosamine	2.25	0.849592517
Arthritis, Gouty	glutamic acid	2.432835821	0.956591104
Arthritis, Gouty	glutathione	2.315789474	0.361674443
Arthritis, Gouty	glutathione disulfide	2	0.159871187
Arthritis, Gouty	glutethimide	2.615384615	0.702500416
Arthritis, Gouty	glyburide	2.555555556	0.963889917
Arthritis, Gouty	glycerin	2.25	0.799756874
Arthritis, Gouty	glycine	2.44	0.851501195
Arthritis, Gouty	glycine betaine	2	0.539827837
Arthritis, Gouty	glycol salicylate	2.5	0.925466661
Arthritis, Gouty	glycolic acid	2	0.446420795
Arthritis, Gouty	glycopyrronium	3	0.994546327
Arthritis, Gouty	glycyrrhizic acid	2	0.233421057
Arthritis, Gouty	glymidine	2.5	0.730431844
Arthritis, Gouty	golimumab	2	0.539827837
Arthritis, Gouty	golodirsen	2	0.5
Arthritis, Gouty	gonadorelin	3	0.749629236
Arthritis, Gouty	goserelin	3	0.942124863
Arthritis, Gouty	granisetron	3	0.825994008
Arthritis, Gouty	griseofulvin	2	0.188495386
Arthritis, Gouty	guaiacol	2	0.607564331
Arthritis, Gouty	guaifenesin	2.285714286	0.673652398
Arthritis, Gouty	guanabenz	3	0.991573119
Arthritis, Gouty	guanadrel	3	0.879160118
Arthritis, Gouty	guanethidine	3	0.859826339
Arthritis, Gouty	guanfacine	3	0.987696539
Arthritis, Gouty	guanidine	2	0.097642253
Arthritis, Gouty	guselkumab	3	0.917168875
Arthritis, Gouty	halazepam	2.6	0.756786164
Arthritis, Gouty	halcinonide	3	0.961887579
Arthritis, Gouty	halofantrine	2	0.384606001
Arthritis, Gouty	haloperidol	2.722222222	0.999998342
Arthritis, Gouty	halothane	2.481481481	0.757022906
Arthritis, Gouty	heparin	2.416666667	0.948292955
Arthritis, Gouty	hesperidin	2	0.615393999
Arthritis, Gouty	hexachlorophene	2	0.243017017
Arthritis, Gouty	hexafluronium	3	0.588282548
Arthritis, Gouty	hexocyclium	3	0.998906553
Arthritis, Gouty	hexylcaine	2.5	0.650159383
Arthritis, Gouty	hexylresorcinol	1.666666667	0.004637676
Arthritis, Gouty	histamine	2.8	0.873197445
Arthritis, Gouty	histrelin	3	0.797956667
Arthritis, Gouty	homatropine	3	0.991958682
Arthritis, Gouty	homatropine methylbromide	3	0.994640217
Arthritis, Gouty	homosalate	2	0.713953774
Arthritis, Gouty	human c1-esterase inhibitor	2.333333333	0.800269856
Arthritis, Gouty	human calcitonin	2	0.556515708
Arthritis, Gouty	human immunoglobulin g	1.7	0.000113649
Arthritis, Gouty	human thrombin	2.375	0.798696549
Arthritis, Gouty	huperzine a	3	0.980031115
Arthritis, Gouty	hyaluronic acid	2.083333333	0.173332466
Arthritis, Gouty	hydralazine	2.333333333	0.835289991
Arthritis, Gouty	hydrochlorothiazide	2.5	0.90520774
Arthritis, Gouty	hydrocodone	2	0.208048823
Arthritis, Gouty	hydrocortamate	2	0.607564331
