drug	proximity	pval	similarity	adjusted_similarity	TTD_association
ravulizumab	0	0.0174359267135294	1	0.999953690253642	Paroxysmal nocturnal haemoglobinuria 
regadenoson	0	0.0197748428916373	1	0.999953690253642	Radionuclide imaging 
rescinnamine	0	0.0231339538507228	1	0.999953690253642	Hypertension 
rilonacept	0	2.41319535289802e-05	1	0.999953690253642	Acute gout flare 
rilonacept	0	2.41319535289802e-05	1	0.999953690253642	Arthritis 
risankizumab	0	0.000189308087141879	1	0.999953690253642	Psoriatic arthritis 
risankizumab	0	0.000189308087141879	1	0.999953690253642	Plaque psoriasis 
ritodrine	0	0.0466151774612966	1	0.999953690253642	Premature labour 
rivastigmine	1	0.0474576782124204	0.666666666666667	0.965333637200135	Alzheimer disease 
rofecoxib	0.5	0.0265343786550731	0.833333333333333	0.998712041224032	Osteoarthritis 
rolapitant	0	0.00610967222308836	1	0.999953690253642	Chemotherapy-induced nausea 
romidepsin	0.8	0.00217036280337557	0.733333333333333	0.990597991988683	Renal cell carcinoma 
romidepsin	0.8	0.00217036280337557	0.733333333333333	0.990597991988683	Cutaneous T-cell lymphoma 
romidepsin	0.8	0.00217036280337557	0.733333333333333	0.990597991988683	Peripheral T-cell lymphoma 
romosozumab	0	0.000975801560496466	1	0.999953690253642	Postmenopausal osteoporosis 
salbutamol	0	1.15458185951497e-06	1	0.999953690253642	Acute asthma 
salmeterol	0	2.28775805822235e-05	1	0.999953690253642	Chronic obstructive pulmonary disease 
salmon calcitonin	0	0.00789712871243673	1	0.999953690253642	Osteoporosis 
salsalate	0	0.000394835290263179	1	0.999953690253642	Rheumatoid arthritis 
sarilumab	0	9.84000425912593e-16	1	0.999953690253642	Rheumatoid arthritis 
saxagliptin	0	3.24681988655479e-05	1	0.999953690253642	Type-2 diabetes 
secukinumab	0	0.00343547126662879	1	0.999953690253642	Atopic dermatitis 
secukinumab	0	0.00343547126662879	1	0.999953690253642	Psoriatic arthritis 
secukinumab	0	0.00343547126662879	1	0.999953690253642	Plaque psoriasis 
secukinumab	0	0.00343547126662879	1	0.999953690253642	Multiple sclerosis 
secukinumab	0	0.00343547126662879	1	0.999953690253642	Alopecia 
secukinumab	0	0.00343547126662879	1	0.999953690253642	Type-1 diabetes 
secukinumab	0	0.00343547126662879	1	0.999953690253642	Rheumatoid arthritis 
secukinumab	0	0.00343547126662879	1	0.999953690253642	Dry eye disease 
siltuximab	0	0.00166773422131117	1	0.999953690253642	Anemia 
sitagliptin	0	2.43250370925518e-05	1	0.999953690253642	Type-2 diabetes 
sotalol	0.333333333333333	0.0123907357379234	0.888888888888889	0.999574707998722	Sinus rhythm disorder 
spirapril	0	0.0230120620528935	1	0.999953690253642	Hypertension 
streptomycin	0	0.0124285826422103	1	0.999953690253642	Bacterial infection 
sucralfate	0.6	0.00496040300918018	0.8	0.997497768760333	Acne vulgaris 
sulfamethoxazole	0	0.000370197764702743	1	0.999953690253642	Bacterial infection 
sulfamethoxazole	0	0.000370197764702743	1	0.999953690253642	Infection of P. falciparum 
sulfasalazine	0.7	0.00194809227880716	0.766666666666667	0.995144260454476	Rheumatoid arthritis 
sulindac	0.857142857142857	0.0133169303608187	0.714285714285714	0.986308456643247	Rheumatoid arthritis 
suprofen	0	0.000669800310115333	1	0.999953690253642	Miosis 
tasimelteon	0	0.000299977209168824	1	0.999953690253642	Insomnia 
tasonermin	0	0.00263194038870109	1	0.999953690253642	Solid tumour/cancer 
tegafur	0	0.000756915782773437	1	0.999953690253642	Solid tumour/cancer 
tegaserod	0.75	0.000670709586691326	0.75	0.993240714802178	Irritable bowel syndrome 
telotristat ethyl	1	0.0424109272029303	0.666666666666667	0.965333637200135	Carcinoid syndrome diarrhea 
telotristat ethyl	1	0.0424109272029303	0.666666666666667	0.965333637200135	Carcinoid syndrome 
tenecteplase	0.818181818181818	0.0147328054144023	0.727272727272727	0.989401780218724	Myocardial infarction 
tenoxicam	0	0.000149426644130322	1	0.999953690253642	Rheumatoid arthritis 
terbutaline	0	4.87185338100814e-05	1	0.999953690253642	Asthma 
teriflunomide	0	0.0124161433813674	1	0.999953690253642	Hepatitis B virus infection 
teriflunomide	0	0.0124161433813674	1	0.999953690253642	Hyperlipidaemia 
teriflunomide	0	0.0124161433813674	1	0.999953690253642	Multiple sclerosis 
teriflunomide	0	0.0124161433813674	1	0.999953690253642	Rheumatoid arthritis 
testolactone	0	0.00226386904211275	1	0.999953690253642	Breast cancer 
tetracycline	0.5	0.0385616735745122	0.833333333333333	0.998712041224032	Bacterial infection 
thalidomide	0.571428571428571	0.0020376000457602	0.80952380952381	0.997930061812758	Multiple myeloma 
thiothixene	0.666666666666667	0.043340073340406	0.777777777777778	0.996106348253381	Schizophrenia 
thyrotropin alfa	0	0.00495304914046106	1	0.999953690253642	Thyroid cancer 
tiaprofenic acid	0	0.000202810842418635	1	0.999953690253642	Pain 
tildrakizumab	0	0.00291996759719845	1	0.999953690253642	Plaque psoriasis 
timolol	0	0.00716101182692848	1	0.999953690253642	High blood pressure 
tocilizumab	0	0.00794030964911151	1	0.999953690253642	Rheumatoid arthritis 
tocilizumab	0	0.00794030964911151	1	0.999953690253642	Juvenile idiopathic arthritis 
tocofersolan	0	0.00344218137235557	1	0.999953690253642	Vitamin E deficiency 
tofacitinib	0.25	0.000116584785990849	0.916666666666667	0.999755673275368	Rheumatoid arthritis 
tolmetin	0	0.000114478232748311	1	0.999953690253642	Rheumatoid arthritis 
topotecan	1	0.044565462758543	0.666666666666667	0.965333637200135	Ovarian cancer 
tositumomab	0.1	3.78698190936435e-15	0.966666666666667	0.99990992438705	Non-hodgkin lymphoma 
trametinib	0.5	0.0366723993108426	0.833333333333333	0.998712041224032	Melanoma 
trandolapril	0	0.0157595530055813	1	0.999953690253642	Hypertension 
trastuzumab	0.166666666666667	3.36315160421342e-16	0.944444444444444	0.999859647136795	Breast cancer 
trastuzumab deruxtecan	0.5	0.0261257512622351	0.833333333333333	0.998712041224032	Colorectal cancer 
trazodone	0.857142857142857	0.0171431393754464	0.714285714285714	0.986308456643247	Depression 
triamterene	0.75	0.0436603036872758	0.75	0.993240714802178	Hypertension 
triamterene	0.75	0.0436603036872758	0.75	0.993240714802178	Edema 
triamterene	0.75	0.0436603036872758	0.75	0.993240714802178	Congestive heart failure 
trifluridine	0	0.0081165754106084	1	0.999953690253642	Virus infection 
trimethoprim	0	5.02768867908873e-05	1	0.999953690253642	Urinary tract infection 
trimetrexate	0	0.0148341364657234	1	0.999953690253642	Toxoplasmosis 
trimipramine	1.125	0.023866246845306	0.625	0.923792524967365	Major depressive disorder 
trolamine salicylate	0	4.46872497587731e-05	1	0.999953690253642	Pain 
ulipristal	0	0.00380491323460633	1	0.999953690253642	Contraception 
urokinase	0.7	0.00249679803467768	0.766666666666667	0.995144260454476	Myocardial infarction 
ustekinumab	0	0.000162994090182695	1	0.999953690253642	Plaque psoriasis 
ustekinumab	0	0.000162994090182695	1	0.999953690253642	Inflammatory bowel disease 
ustekinumab	0	0.000162994090182695	1	0.999953690253642	Malaria 
ustekinumab	0	0.000162994090182695	1	0.999953690253642	Psoriasis vulgaris 
venetoclax	0	0.0089291314988845	1	0.999953690253642	Acute myeloid leukaemia 
venetoclax	0	0.0089291314988845	1	0.999953690253642	Chronic lymphocytic leukaemia 
vildagliptin	0	0.00313750194961989	1	0.999953690253642	Type-2 diabetes 
zinc acetate	0.947826086956522	2.77822467332209e-10	0.684057971014493	0.975249273423905	Wilson disease 
zinc chloride	0.947826086956522	2.02468783744012e-08	0.684057971014493	0.975249273423905	Common cold 
