disease	drug	proximity	pval	similarity	adjusted_similarity
Arthritis, Rheumatoid	norelgestromin	0.333333333333333	0.00549170345234618	0.888888888888889	0.999574707998722
Arthritis, Rheumatoid	norethisterone	0	0.00251754891118318	1	0.999953690253642
Arthritis, Rheumatoid	norgestimate	0	0.00191420013909588	1	0.999953690253642
Arthritis, Rheumatoid	norgestrel	0	0.00539242504474907	1	0.999953690253642
Arthritis, Rheumatoid	nortriptyline	1.08333333333333	0.0174635724418936	0.63888888888889	0.941157896577018
Arthritis, Rheumatoid	olsalazine	0	0.000448126399584343	1	0.999953690253642
Arthritis, Rheumatoid	oprelvekin	0	0.000841868824438045	1	0.999953690253642
Arthritis, Rheumatoid	oxaprozin	0	0.00163228078068042	1	0.999953690253642
Arthritis, Rheumatoid	oxprenolol	0	6.70787405933532e-05	1	0.999953690253642
Arthritis, Rheumatoid	oxtriphylline	0.6	0.00333646143424695	0.8	0.997497768760333
Arthritis, Rheumatoid	oxybenzone	0	0.00398786901845502	1	0.999953690253642
Arthritis, Rheumatoid	palivizumab	0	3.98485263751224e-14	1	0.999953690253642
Arthritis, Rheumatoid	pantoprazole	0.5	0.0100851384204738	0.833333333333333	0.998712041224032
Arthritis, Rheumatoid	papain	0	0.000137262833944128	1	0.999953690253642
Arthritis, Rheumatoid	parecoxib	0.5	0.0192480202529312	0.833333333333333	0.998712041224032
Arthritis, Rheumatoid	paricalcitol	0	0.0466151774612966	1	0.999953690253642
Arthritis, Rheumatoid	peginterferon alfa-2a	0.5	0.0151664294868651	0.833333333333333	0.998712041224032
Arthritis, Rheumatoid	peginterferon alfa-2b	0.5	0.0170314536518801	0.833333333333333	0.998712041224032
Arthritis, Rheumatoid	pembrolizumab	0	0.00610967222308836	1	0.999953690253642
Arthritis, Rheumatoid	pemetrexed	0.25	9.15671096101568e-06	0.916666666666667	0.999755673275368
Arthritis, Rheumatoid	pentostatin	0	0.0263788262513599	1	0.999953690253642
Arthritis, Rheumatoid	perindopril	0.5	0.0353794578043861	0.833333333333333	0.998712041224032
Arthritis, Rheumatoid	phenindione	0	0.0266397701088151	1	0.999953690253642
Arthritis, Rheumatoid	pheniramine	0.666666666666667	0.00723169211684596	0.777777777777778	0.996106348253381
Arthritis, Rheumatoid	phenprocoumon	0	0.0268132799920443	1	0.999953690253642
Arthritis, Rheumatoid	phenyl salicylate	0	0.00039947149959638	1	0.999953690253642
Arthritis, Rheumatoid	phenylbutazone	0.333333333333333	0.000915939187943083	0.888888888888889	0.999574707998722
Arthritis, Rheumatoid	pidolic acid	0.888888888888889	0.00130909865438484	0.703703703703704	0.983142716498906
Arthritis, Rheumatoid	pindolol	0.8	0.0254121479553525	0.733333333333333	0.990597991988683
Arthritis, Rheumatoid	pirbuterol	0	0.00576863486313516	1	0.999953690253642
Arthritis, Rheumatoid	piroxicam	0	4.29217115567691e-05	1	0.999953690253642
Arthritis, Rheumatoid	pomalidomide	0.333333333333333	0.00161321479990586	0.888888888888889	0.999574707998722
Arthritis, Rheumatoid	porfimer sodium	0	0.00185017112378603	1	0.999953690253642
Arthritis, Rheumatoid	practolol	0	0.00789661499876828	1	0.999953690253642
Arthritis, Rheumatoid	pralatrexate	0	6.68698302285481e-05	1	0.999953690253642
Arthritis, Rheumatoid	pralidoxime	1	0.0231339538507228	0.666666666666667	0.965333637200135
Arthritis, Rheumatoid	pramlintide	0.5	0.00280776360274938	0.833333333333333	0.998712041224032
Arthritis, Rheumatoid	primaquine	0.5	0.0339588267224264	0.833333333333333	0.998712041224032
Arthritis, Rheumatoid	probenecid	1	0.042369301605816	0.666666666666667	0.965333637200135
Arthritis, Rheumatoid	proflavine	0	0.00228105693436015	1	0.999953690253642
Arthritis, Rheumatoid	progesterone	0.5	0.00854758329853815	0.833333333333333	0.998712041224032
Arthritis, Rheumatoid	proguanil	0	0.00525450610556538	1	0.999953690253642
Arthritis, Rheumatoid	propafenone	0.5	0.0209206796003881	0.833333333333333	0.998712041224032
Arthritis, Rheumatoid	propranolol	0.8	0.00444564850099592	0.733333333333333	0.990597991988683
Arthritis, Rheumatoid	propylene glycol	0	0.0107241100216758	1	0.999953690253642
Arthritis, Rheumatoid	protein s human	0.666666666666667	0.0433620679029387	0.777777777777778	0.996106348253381
Arthritis, Rheumatoid	prothrombin	0.5	0.00431850096304357	0.833333333333333	0.998712041224032
Arthritis, Rheumatoid	pseudoephedrine	0.714285714285714	0.00139800392642148	0.761904761904762	0.994662667265133
Arthritis, Rheumatoid	quinapril	0	0.0146637086171286	1	0.999953690253642
Arthritis, Rheumatoid	raltitrexed	0	7.14954984029423e-06	1	0.999953690253642
Arthritis, Rheumatoid	ramelteon	0	1.58970662223878e-05	1	0.999953690253642
Arthritis, Rheumatoid	ramipril	0.5	0.0133350842594505	0.833333333333333	0.998712041224032
Arthritis, Rheumatoid	ranibizumab	0	7.20502530022551e-05	1	0.999953690253642
Arthritis, Rheumatoid	ravulizumab	0	0.0174359267135294	1	0.999953690253642
Arthritis, Rheumatoid	regadenoson	0	0.0197748428916373	1	0.999953690253642
Arthritis, Rheumatoid	remoxipride	0.8	0.0495709823874695	0.733333333333333	0.990597991988683
Arthritis, Rheumatoid	rescinnamine	0	0.0231339538507228	1	0.999953690253642
Arthritis, Rheumatoid	resveratrol	0.695652173913043	7.31900568183166e-05	0.768115942028986	0.995282061149931
Arthritis, Rheumatoid	rilonacept	0	2.41319535289802e-05	1	0.999953690253642
Arthritis, Rheumatoid	risankizumab	0	0.000189308087141879	1	0.999953690253642
Arthritis, Rheumatoid	ritodrine	0	0.0466151774612966	1	0.999953690253642
Arthritis, Rheumatoid	rivastigmine	1	0.0474576782124204	0.666666666666667	0.965333637200135
Arthritis, Rheumatoid	rofecoxib	0.5	0.0265343786550731	0.833333333333333	0.998712041224032
Arthritis, Rheumatoid	rolapitant	0	0.00610967222308836	1	0.999953690253642
Arthritis, Rheumatoid	romidepsin	0.8	0.00217036280337557	0.733333333333333	0.990597991988683
Arthritis, Rheumatoid	romosozumab	0	0.000975801560496466	1	0.999953690253642
Arthritis, Rheumatoid	roxithromycin	0	0.00743374736811149	1	0.999953690253642
Arthritis, Rheumatoid	salbutamol	0	1.15458185951497e-06	1	0.999953690253642
Arthritis, Rheumatoid	salicylic acid	0.666666666666667	0.0141909077389714	0.777777777777778	0.996106348253381
Arthritis, Rheumatoid	salmeterol	0	2.28775805822235e-05	1	0.999953690253642
Arthritis, Rheumatoid	salmon calcitonin	0	0.00789712871243673	1	0.999953690253642
Arthritis, Rheumatoid	salsalate	0	0.000394835290263179	1	0.999953690253642
Arthritis, Rheumatoid	sarilumab	0	9.84000425912593e-16	1	0.999953690253642
Arthritis, Rheumatoid	saxagliptin	0	3.24681988655479e-05	1	0.999953690253642
Arthritis, Rheumatoid	secukinumab	0	0.00343547126662879	1	0.999953690253642
Arthritis, Rheumatoid	segesterone acetate	0	0.00247132596698394	1	0.999953690253642
Arthritis, Rheumatoid	siltuximab	0	0.00166773422131117	1	0.999953690253642
Arthritis, Rheumatoid	sitagliptin	0	2.43250370925518e-05	1	0.999953690253642
Arthritis, Rheumatoid	sitaxentan	0.5	0.0329480017549051	0.833333333333333	0.998712041224032
Arthritis, Rheumatoid	sodium sulfate	0.5	0.0163171436633248	0.833333333333333	0.998712041224032
Arthritis, Rheumatoid	sotalol	0.333333333333333	0.0123907357379234	0.888888888888889	0.999574707998722
Arthritis, Rheumatoid	spirapril	0	0.0230120620528935	1	0.999953690253642
Arthritis, Rheumatoid	streptomycin	0	0.0124285826422103	1	0.999953690253642
Arthritis, Rheumatoid	sucralfate	0.6	0.00496040300918018	0.8	0.997497768760333
Arthritis, Rheumatoid	sulfamethoxazole	0	0.000370197764702743	1	0.999953690253642
Arthritis, Rheumatoid	sulfasalazine	0.7	0.00194809227880716	0.766666666666667	0.995144260454476
Arthritis, Rheumatoid	sulindac	0.857142857142857	0.0133169303608187	0.714285714285714	0.986308456643247
Arthritis, Rheumatoid	suprofen	0	0.000669800310115333	1	0.999953690253642
Arthritis, Rheumatoid	tasimelteon	0	0.000299977209168824	1	0.999953690253642
Arthritis, Rheumatoid	tasonermin	0	0.00263194038870109	1	0.999953690253642
Arthritis, Rheumatoid	tegafur	0	0.000756915782773437	1	0.999953690253642
Arthritis, Rheumatoid	tegafur-uracil	0	4.46872497587731e-05	1	0.999953690253642
Arthritis, Rheumatoid	tegaserod	0.75	0.000670709586691326	0.75	0.993240714802178
Arthritis, Rheumatoid	telotristat ethyl	1	0.0424109272029303	0.666666666666667	0.965333637200135
Arthritis, Rheumatoid	tenecteplase	0.818181818181818	0.0147328054144023	0.727272727272727	0.989401780218724
Arthritis, Rheumatoid	tenoxicam	0	0.000149426644130322	1	0.999953690253642
Arthritis, Rheumatoid	terbutaline	0	4.87185338100814e-05	1	0.999953690253642
Arthritis, Rheumatoid	teriflunomide	0	0.0124161433813674	1	0.999953690253642
Arthritis, Rheumatoid	testolactone	0	0.00226386904211275	1	0.999953690253642
Arthritis, Rheumatoid	tetracycline	0.5	0.0385616735745122	0.833333333333333	0.998712041224032
Arthritis, Rheumatoid	thalidomide	0.571428571428571	0.0020376000457602	0.80952380952381	0.997930061812758
Arthritis, Rheumatoid	thiothixene	0.666666666666667	0.043340073340406	0.777777777777778	0.996106348253381
Arthritis, Rheumatoid	thrombin	0.7	0.000181008879359931	0.766666666666667	0.995144260454476
Arthritis, Rheumatoid	thrombin alfa	0.625	0.000190256055613977	0.791666666666667	0.997046280265764
Arthritis, Rheumatoid	thrombomodulin alfa	0	0.000142298911495665	1	0.999953690253642
Arthritis, Rheumatoid	thyrotropin alfa	0	0.00495304914046106	1	0.999953690253642
Arthritis, Rheumatoid	tiaprofenic acid	0	0.000202810842418635	1	0.999953690253642
Arthritis, Rheumatoid	tildrakizumab	0	0.00291996759719845	1	0.999953690253642
Arthritis, Rheumatoid	timolol	0	0.00716101182692848	1	0.999953690253642
Arthritis, Rheumatoid	tinzaparin	0.333333333333333	0.0121801208417895	0.888888888888889	0.999574707998722
Arthritis, Rheumatoid	tisagenlecleucel	0	0.00549697586756374	1	0.999953690253642
Arthritis, Rheumatoid	tocilizumab	0	0.00794030964911151	1	0.999953690253642
Arthritis, Rheumatoid	tocofersolan	0	0.00344218137235557	1	0.999953690253642
Arthritis, Rheumatoid	tofacitinib	0.25	0.000116584785990849	0.916666666666667	0.999755673275368
Arthritis, Rheumatoid	tolfenamic acid	0	7.27086212157078e-05	1	0.999953690253642
Arthritis, Rheumatoid	tolmetin	0	0.000114478232748311	1	0.999953690253642
Arthritis, Rheumatoid	topotecan	1	0.044565462758543	0.666666666666667	0.965333637200135
Arthritis, Rheumatoid	tositumomab	0.1	3.78698190936435e-15	0.966666666666667	0.99990992438705
Arthritis, Rheumatoid	trametinib	0.5	0.0366723993108426	0.833333333333333	0.998712041224032
Arthritis, Rheumatoid	trandolapril	0	0.0157595530055813	1	0.999953690253642
Arthritis, Rheumatoid	trastuzumab	0.166666666666667	3.36315160421342e-16	0.944444444444444	0.999859647136795
Arthritis, Rheumatoid	trastuzumab deruxtecan	0.5	0.0261257512622351	0.833333333333333	0.998712041224032
Arthritis, Rheumatoid	trazodone	0.857142857142857	0.0171431393754464	0.714285714285714	0.986308456643247
Arthritis, Rheumatoid	triamterene	0.75	0.0436603036872758	0.75	0.993240714802178
Arthritis, Rheumatoid	trifluridine	0	0.0081165754106084	1	0.999953690253642
Arthritis, Rheumatoid	triflusal	0.5	0.0193332037334708	0.833333333333333	0.998712041224032
Arthritis, Rheumatoid	trimethoprim	0	5.02768867908873e-05	1	0.999953690253642
Arthritis, Rheumatoid	trimetrexate	0	0.0148341364657234	1	0.999953690253642
Arthritis, Rheumatoid	trimipramine	1.125	0.023866246845306	0.625	0.923792524967365
Arthritis, Rheumatoid	trolamine salicylate	0	4.46872497587731e-05	1	0.999953690253642
Arthritis, Rheumatoid	tuberculin purified protein derivative	0	3.24681988655479e-05	1	0.999953690253642
Arthritis, Rheumatoid	ubrogepant	0	0.00554365633609041	1	0.999953690253642
Arthritis, Rheumatoid	ulipristal	0	0.00380491323460633	1	0.999953690253642
Arthritis, Rheumatoid	ulobetasol	0	0.0466151774612966	1	0.999953690253642
Arthritis, Rheumatoid	urokinase	0.7	0.00249679803467768	0.766666666666667	0.995144260454476
Arthritis, Rheumatoid	ustekinumab	0	0.000162994090182695	1	0.999953690253642
Arthritis, Rheumatoid	venetoclax	0	0.0089291314988845	1	0.999953690253642
Arthritis, Rheumatoid	vildagliptin	0	0.00313750194961989	1	0.999953690253642
Arthritis, Rheumatoid	vitamin d	0	0.000552824704103315	1	0.999953690253642
Arthritis, Rheumatoid	xamoterol	0	0.00431221996018381	1	0.999953690253642
Arthritis, Rheumatoid	ximelagatran	0	0.00196985565512884	1	0.999953690253642
Arthritis, Rheumatoid	zanubrutinib	0.666666666666667	0.00466832522193855	0.777777777777778	0.996106348253381
Arthritis, Rheumatoid	zinc	0.947826086956522	3.08513985965753e-07	0.684057971014493	0.975249273423905
Arthritis, Rheumatoid	zinc acetate	0.947826086956522	2.77822467332209e-10	0.684057971014493	0.975249273423905
Arthritis, Rheumatoid	zinc chloride	0.947826086956522	2.02468783744012e-08	0.684057971014493	0.975249273423905
Arthritis, Rheumatoid	zofenopril	0	0.00810168050613629	1	0.999953690253642
